STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TENURE,Job tenure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,COL,Colombia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,14.838,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CRI,Costa Rica,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,12.714,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CZE,Czechia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.306,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,DNK,Denmark,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,8.171,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EST,Estonia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,6.476,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FIN,Finland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,7.564,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FRA,France,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,5.584,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,DEU,Germany,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,5.088,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GRC,Greece,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,3.858,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HUN,Hungary,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.761,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ISL,Iceland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,7.614,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,IRL,Ireland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,6.178,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ITA,Italy,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.096,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,JPN,Japan,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.933,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LVA,Latvia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,6.301,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LTU,Lithuania,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,7.047,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LUX,Luxembourg,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.484,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,MEX,Mexico,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,9.661,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NLD,Netherlands,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,6.454,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NOR,Norway,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.804,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,POL,Poland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.49,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,PRT,Portugal,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,5.369,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,4.481,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVN,Slovenia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,05.08,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ESP,Spain,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,6.421,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SWE,Sweden,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,07.02,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CHE,Switzerland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,6.026,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,TUR,Türkiye,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,14.711,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,8.002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU19OECD,European Union (19 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,5.327,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,5.294,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BRA,Brazil,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,10.675,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,3.97,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HRV,Croatia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,5.984,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CYP,Cyprus,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,7.833,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,MLT,Malta,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,5.771,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ROU,Romania,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,2.579,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,AUS,Australia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.913,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CAN,Canada,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,10.403,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NZL,New Zealand,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,9.279,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU27,European Union (27 countries),TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.076,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,OECD,OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,09.08,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,AUT,Austria,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.705,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BEL,Belgium,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,4.439,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CHL,Chile,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,15.724,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,COL,Colombia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,14.477,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CRI,Costa Rica,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,11.599,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CZE,Czechia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,4.035,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,DNK,Denmark,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,7.258,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EST,Estonia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.791,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FIN,Finland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,7.199,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,FRA,France,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.485,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,DEU,Germany,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.154,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GRC,Greece,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,3.74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HUN,Hungary,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,4.717,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ISL,Iceland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.871,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,IRL,Ireland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.622,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ITA,Italy,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,4.071,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,JPN,Japan,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.108,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LVA,Latvia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LTU,Lithuania,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,7.642,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,LUX,Luxembourg,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.804,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,MEX,Mexico,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,9.459,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NLD,Netherlands,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.921,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,NOR,Norway,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.399,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,POL,Poland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,4.336,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,PRT,Portugal,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.629,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,3.946,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SVN,Slovenia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,4.204,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,ESP,Spain,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.246,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,SWE,Sweden,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,6.719,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CHE,Switzerland,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.901,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,TUR,Türkiye,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,15.377,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,7.817,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU19OECD,European Union (19 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.334,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.257,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BRA,Brazil,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,10.754,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,2.242,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,HRV,Croatia,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,5.703,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_FREQ(1.0),Employment by job tenure intervals - frequency,I,CYP,Cyprus,TENURE_EMP,Employment tenure,PT_POP_SUB,Percentage of population in the same subgroup,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,7.398,,A,Normal value,0,Units,1,One
